society_name,price,location,area
,₹3.25 Cr ,2 BHK Ready to Occupy Flat for sale  Borivali East,"Super Area750 sqftStatusReady to MoveFloor10 out of 11TransactionResaleFurnishingUnfurnishedfacingWestoverlookingGarden/Park, Pool, Main RoadOwnershipCo-operative SocietyBathroom2"
,₹98 Lac , Studio Apartment for sale  Netaji Subhash Nagar,Carpet Area290 sqftStatusReady to MoveFloorGround out of 7TransactionResaleFurnishingSemi-FurnishedfacingSouthoverlookingMain RoadOwnershipFreeholdBathroom1
,₹1 Cr ,1 BHK Ready to Occupy Flat for sale  Vikhroli East,Super Area400 sqftStatusReady to MoveFloor8 out of 21TransactionResaleFurnishingFurnishedBathroom2
Heera Panna,₹87 Lac ,2 BHK Ready to Occupy Flat for sale  in Heera Panna  Andheri West,Carpet Area700 sqftStatusReady to MoveFloor7 out of 7TransactionResaleFurnishingSemi-FurnishedSocietyHeera PannaBathroom2
,₹2.30 Cr ,1 BHK Ready to Occupy Flat for sale  Meghwadi Lal Baug,Carpet Area550 sqftStatusReady to MoveFloor4 out of 6TransactionResaleFurnishingSemi-FurnishedBathroom1
Satnam Leela,₹2.40 Cr ,2 BHK Ready to Occupy Flat for sale  in Satnam Leela  Sindhi Society Chembur,Carpet Area650 sqftStatusReady to MoveFloor5 out of 10TransactionResaleFurnishingSemi-FurnishedfacingNorth - EastoverlookingMain RoadSocietySatnam LeelaOwnershipFreeholdCar Parking1 CoveredBathroom2
Star Sky Sayba Heights,₹85 Lac ,1 BHK Ready to Occupy Flat for sale  in Star Sky Sayba Heights  Kurla East,Carpet Area400 sqftStatusReady to MoveFloor3 out of 16TransactionResaleFurnishingSemi-FurnishedSocietyStar Sky Sayba HeightsBathroom1
,₹55 Lac ,2 BHK Ready to Occupy Flat for sale  Naigaon Station Road,Carpet Area600 sqftStatusReady to MoveFloor2 out of 2TransactionResaleFurnishingFurnishedfacingSouth - EastoverlookingMain RoadOwnershipFreeholdBathroom2
,₹75 Lac ,1 BHK Ready to Occupy Flat for sale  Poisar,Carpet Area35 sqmStatusReady to MoveFloor4 out of 4TransactionResaleFurnishingSemi-FurnishedoverlookingMain RoadOwnershipFreeholdBathroom1
,₹23.5 Lac ,1 BHK Ready to Occupy Flat for sale Orchid golden crown Taloja Mumbai,Carpet Area380 sqftStatusReady to MoveFloor12 out of 12TransactionResaleFurnishingUnfurnishedfacingWestoverlookingGarden/ParkOwnershipCo-operative SocietyBathroom2
Bhoomi Gokul,₹2.30 Cr ,2 BHK Ready to Occupy Flat for sale  in Bhoomi Gokul  Goregaon East,Carpet Area785 sqftStatusReady to MoveFloor2 out of 11TransactionResaleFurnishingFurnishedSocietyBhoomi GokulBathroom2
Prathampad Apartments,₹1.90 Cr ,2 BHK Ready to Occupy Flat for sale  in Prathampad Apartments  Evershine Nagar,Carpet Area720 sqftStatusReady to MoveFloor13 out of 15TransactionResaleFurnishingUnfurnishedfacingEastoverlookingGarden/ParkSocietyPrathampad ApartmentsOwnershipCo-operative SocietyCar Parking1 CoveredBathroom2Balcony3
,₹1.75 Cr ,2 BHK Ready to Occupy Flat for sale  Borivali East,Carpet Area721 sqftStatusReady to MoveFloor1 out of 4TransactionResaleFurnishingSemi-FurnishedoverlookingGarden/ParkOwnershipCo-operative SocietyCar Parking1 OpenBathroom2Balcony1
,₹75 Lac ,1 BHK Ready to Occupy Flat for sale  Tardeo Road,Carpet Area225 sqftStatusReady to MoveFloor2 out of 7TransactionResaleFurnishingFurnishedoverlookingMain RoadOwnershipCo-operative SocietyBathroom2Balcony2
,₹32 Lac ,2 BHK Ready to Occupy Flat for sale  Pydhonie,"Carpet Area700 sqftStatusReady to MoveFloor1 out of 3TransactionResaleFurnishingUnfurnishedfacingEastoverlookingGarden/Park, Main RoadOwnershipFreeholdBathroom2Balcony3"
Gokuldham,₹1.80 Cr ,1 BHK Ready to Occupy Flat for sale  in Gokuldham  Goregaon East,Carpet Area450 sqftStatusReady to MoveFloor4 out of 4TransactionResaleFurnishingFurnishedSocietyGokuldhamOwnershipCo-operative SocietyBathroom1Balcony1
St Anthony Apartment,₹3.60 Cr ,2 BHK Ready to Occupy Flat for sale  in St Anthony Apartment  Mahim West,Carpet Area720 sqftStatusReady to MoveFloor2 out of 9TransactionResaleFurnishingSemi-FurnishedfacingEastSocietySt Anthony ApartmentOwnershipFreeholdBathroom2
Classic View CHS,₹1.75 Cr ,2 BHK Ready to Occupy Flat for sale  in Classic View CHS  Kandarpada,"Carpet Area630 sqftStatusReady to MoveFloorLower Basement out of 9TransactionResaleFurnishingSemi-FurnishedfacingNorth - WestoverlookingGarden/Park, Main RoadSocietyClassic View CHSOwnershipFreeholdBathroom2Balcony2"
Rivali Park,₹4.30 Cr ,3 BHK Ready to Occupy Flat for sale  in Rivali Park  Borivali East,Carpet Area1296 sqftStatusReady to MoveFloor18 out of 19TransactionResaleFurnishingFurnishedSocietyRivali ParkBathroom3
Evershine Millenium Paradise,₹1.80 Cr ,2 BHK Ready to Occupy Flat for sale  in Evershine Millenium Paradise  Kandivali East,Carpet Area583 sqftStatusReady to MoveFloor5 out of 8TransactionResaleFurnishingUnfurnishedSocietyEvershine Millenium ParadiseBathroom2
Evershine Millenium Paradise,₹2.90 Cr ,2 BHK Ready to Occupy Flat for sale  in Evershine Millenium Paradise  Kandivali East,Carpet Area756 sqftStatusReady to MoveFloor8 out of 9TransactionResaleFurnishingFurnishedSocietyEvershine Millenium ParadiseBathroom3
Evershine Green,₹3.30 Cr ,3 BHK Ready to Occupy Flat for sale  in Evershine Green  Andheri West,Carpet Area972 sqftStatusReady to MoveFloor3 out of 14TransactionResaleFurnishingSemi-FurnishedSocietyEvershine GreenBathroom3
,₹4.19 Cr ,"4 BHK Apartment for Sale in Satyam Valencia, Kharghar Navi Mumbai",Carpet Area1860 sqftUnder ConstructionPoss. by Dec '27TransactionNew PropertyFurnishingUnfurnishedSocietySatyam ValenciaBathroom4Balcony4
,₹2.24 Cr ,"  Office Space for Sale in Plutonium Business Park, Turbhe Navi Mumbai",Carpet Area934 sqftUnder ConstructionPoss. by Jun '26TransactionNew PropertyBathroom1
,₹1.65 Cr ,2 BHK Apartment for Sale in Ulwe Navi Mumbai,"Carpet Area744 sqftUnder ConstructionPoss. by Dec '26TransactionNew PropertyFurnishingSemi-FurnishedfacingEastoverlookingGarden/Park, Pool, Main RoadOwnershipFreeholdBathroom2Balcony2"
,₹1.50 Cr ,2 BHK Apartment for Sale in Kharghar Navi Mumbai,"Carpet Area735 sqftUnder ConstructionPoss. by Dec '27TransactionNew PropertyFurnishingUnfurnishedfacingEastoverlookingGarden/Park, Pool, Main RoadOwnershipFreeholdBathroom2Balcony2"
Escaso Platinum Sicily,₹2.47 Cr ,"2 BHK Apartment for Sale in Escaso Platinum Sicily, Nerul Navi Mumbai",Carpet Area841 sqftUnder ConstructionPoss. by Dec '29TransactionNew PropertyFurnishingUnfurnishedSocietyEscaso Platinum SicilyBathroom2
Kamdhenu Crown,₹4.91 Cr ,"3 BHK Apartment for Sale in Kamdhenu Crown, Sanpada Navi Mumbai",Carpet Area1483 sqftUnder ConstructionPoss. by Dec '29TransactionNew PropertyFurnishingUnfurnishedSocietyKamdhenu CrownBathroom3Balcony2
Emperia Hill Crest,₹62.7 Lac ,"2 BHK Apartment for Sale in Emperia Hill Crest, Panvel Navi Mumbai",Carpet Area564 sqftTransactionNew PropertyFurnishingUnfurnishedSocietyEmperia Hill CrestBathroom2Balcony2
Kamdhenu Pinnacle,₹2.39 Cr ,"3 BHK Apartment for Sale in Kamdhenu Pinnacle, Nerul Navi Mumbai",Carpet Area881 sqftUnder ConstructionPoss. by Dec '29TransactionNew PropertyFurnishingUnfurnishedSocietyKamdhenu PinnacleBathroom3Balcony1
Surana Harmony,₹39 Lac ,"1 BHK Apartment for Sale in Surana Harmony, Dronagiri Navi Mumbai",Carpet Area437 sqftUnder ConstructionPoss. by Dec '31TransactionNew PropertyFurnishingUnfurnishedSocietySurana HarmonyBathroom1Balcony2
Godrej Varanya Phase 2,₹3.78 Cr ,"3 BHK Apartment for Sale in Godrej Varanya Phase 2, Kharghar Navi Mumbai",Super Area1121 sqftUnder ConstructionPoss. by Dec '30TransactionNew PropertyFurnishingUnfurnishedSocietyGodrej Varanya Phase 2Bathroom3Balcony3
Embassy Park Panvel,₹1.05 Cr ,"2 BHK Apartment for Sale in Embassy Park Panvel, Panvel Navi Mumbai",Carpet Area699 sqftUnder ConstructionPoss. by Mar '27TransactionNew PropertyFurnishingUnfurnishedSocietyEmbassy Park PanvelBathroom2Balcony2
Tricity Aura,₹70.1 Lac ,"2 BHK Apartment for Sale in Tricity Aura, Kalamboli Navi Mumbai",Carpet Area600 sqftUnder ConstructionPoss. by Dec '27TransactionNew PropertyFurnishingUnfurnishedSocietyTricity AuraBathroom2Balcony2
Ravriya Neelkanth Darshan,₹1.49 Cr ,"2 BHK Apartment for Sale in Ravriya Neelkanth Darshan, Kharghar Navi Mumbai",Carpet Area990 sqftUnder ConstructionPoss. by Dec '29TransactionNew PropertyFurnishingUnfurnishedSocietyRavriya Neelkanth DarshanBathroom2Balcony2
Shri Ashtavinayak Vinayak Vista,₹67.8 Lac ,"2 BHK Apartment for Sale in Shri Ashtavinayak Vinayak Vista, Taloja Navi Mumbai",Carpet Area1037 sqftTransactionNew PropertyFurnishingUnfurnishedSocietyShri Ashtavinayak Vinayak VistaBathroom2Balcony2
Techno Shreeji Destiny,₹1.30 Cr ,"  Office Space for Sale in Techno Shreeji Destiny, Nerul Navi Mumbai",Super Area840 sqftTransactionNew PropertyBathroom1
,₹47.9 Lac ,"1 BHK Apartment for Sale in Jindal Air, Panvel Navi Mumbai",Carpet Area328 sqftUnder ConstructionPoss. by Mar '27TransactionNew PropertyFurnishingUnfurnishedSocietyJindal AirCar Parking1 CoveredBathroom1
Dream Ikon,₹1.09 Cr ,"  Office Space for Sale in Dream Ikon, Nerul Navi Mumbai",Carpet Area675 sqftUnder ConstructionPoss. by Apr '27TransactionNew PropertyBathroom1
The Arena at Hiranandani Fortune city,₹3.05 Cr ,"4 BHK Apartment for Sale in The Arena at Hiranandani Fortune city, Panvel Navi Mumbai",Carpet Area1896 sqftUnder ConstructionPoss. by Jun '30TransactionNew PropertyFurnishingUnfurnishedSocietyThe Arena at Hiranandani Fortune cityBathroom4Balcony4
Goodwill Wisteria,₹7.21 Cr ,"6 BHK Apartment for Sale in Goodwill Wisteria, Vashi Navi Mumbai",Carpet Area2338 sqftUnder ConstructionPoss. by Dec '28TransactionNew PropertyFurnishingUnfurnishedSocietyGoodwill WisteriaBathroom7Balcony6
Paradise Sai World Empire,₹1.94 Cr ,"2 BHK Apartment for Sale in Paradise Sai World Empire, Kharghar Navi Mumbai",Carpet Area877 sqftUnder ConstructionPoss. by Dec '29TransactionNew PropertyFurnishingUnfurnishedSocietyParadise Sai World EmpireBathroom2Balcony2
Moreshwar 19 East,₹2.23 Cr ,"2 BHK Apartment for Sale in Moreshwar 19 East, Nerul Navi Mumbai",Carpet Area700 sqftTransactionNew PropertyFurnishingUnfurnishedSocietyMoreshwar 19 EastBathroom2Balcony2
Embassy Park Panvel,₹1.05 Cr ,"2 BHK Apartment for Sale in Embassy Park Panvel, Panvel Navi Mumbai",Carpet Area699 sqftUnder ConstructionPoss. by Mar '27TransactionNew PropertyFurnishingUnfurnishedSocietyEmbassy Park PanvelBathroom2Balcony2
Balaji Delta Palm Beach,₹3.79 Cr ,"3 BHK Apartment for Sale in Balaji Delta Palm Beach, Nerul Navi Mumbai",Carpet Area1499 sqftUnder ConstructionPoss. by Jun '31TransactionNew PropertyFurnishingUnfurnishedSocietyBalaji Delta Palm BeachBathroom3Balcony2
Satyam Next Level Kharghar Central,₹1.79 Cr ,"3 BHK Apartment for Sale in Satyam Next Level Kharghar Central, Kharghar Navi Mumbai",Carpet Area856 sqftUnder ConstructionPoss. by Dec '26TransactionNew PropertyFurnishingUnfurnishedSocietySatyam Next Level Kharghar CentralBathroom2Balcony2
Superb Maximus City,₹74.1 Lac ,"2 BHK Apartment for Sale in Superb Maximus City, Panvel Navi Mumbai",Carpet Area706 sqftUnder ConstructionPoss. by Dec '29TransactionNew PropertyFurnishingUnfurnishedSocietySuperb Maximus CityBathroom2Balcony2
Vishwa Plan M Business Park,₹2.60 Cr ,"  Office Space for Sale in Vishwa Plan M Business Park, Turbhe Navi Mumbai",Carpet Area810 sqftUnder ConstructionPoss. by Dec '28TransactionNew PropertyBathroom1
Raheja Solaris III,₹4.42 Cr ,"4 BHK Apartment for Sale in Raheja Solaris III, Juinagar Navi Mumbai",Carpet Area1650 sqftUnder ConstructionPoss. by Dec '28TransactionNew PropertyFurnishingUnfurnishedSocietyRaheja Solaris IIIBathroom4Balcony3
Arihant Adarsh Phase I,₹53.8 Lac ,"2 BHK Apartment for Sale in Arihant Adarsh Phase I, Taloja Navi Mumbai",Carpet Area578 sqftUnder ConstructionPoss. by Mar '29TransactionNew PropertyFurnishingUnfurnishedSocietyArihant Adarsh Phase IBathroom2Balcony1
Cyber Square 1,₹5.40 Cr ,"  Office Space for Sale in Cyber Square 1, Nerul Navi Mumbai",Carpet Area2879 sqftUnder ConstructionPoss. by May '30TransactionNew PropertyBathroom1
Delta Luxuria,₹2.80 Cr ,"3 BHK Apartment for Sale in Delta Luxuria, Airoli Navi Mumbai",Carpet Area1169 sqftUnder ConstructionPoss. by Apr '27TransactionNew PropertyFurnishingUnfurnishedSocietyDelta LuxuriaBathroom3Balcony3
M3M Skycity,₹3.75 Cr ,"3 BHK Apartment for Sale in M3M Skycity, Sector 65 Gurgaon","Carpet Area1429 sqftStatusReady to MoveFloor19 out of 47TransactionResaleFurnishingSemi-FurnishedfacingNorth - EastoverlookingPool, Main RoadSocietyM3M SkycityOwnershipFreeholdCar Parking2 CoveredBathroom3Balcony3"
,₹4 Cr ,"4 BHK Builder Floor for Sale in Sushant Lok-I, Sector 43 Gurgaon",Carpet Area2100 sqftStatusReady to MoveFloor2 out of 4TransactionNew PropertyFurnishingFurnishedfacingNorth - WestoverlookingMain RoadOwnershipFreeholdBathroom4Balcony2
,₹3.45 Cr ,4 BHK Builder Floor for Sale in Sector 57 Gurgaon,"Carpet Area1950 sqftStatusReady to MoveFloor3 out of 4TransactionNew PropertyFurnishingSemi-FurnishedfacingNorthoverlookingGarden/Park, Main RoadCar Parking2 CoveredBathroom4Balcony2"
,₹1.25 Cr ,2 BHK Builder Floor for Sale in Pitam Pura New Delhi,"Carpet Area756 sqftStatusReady to MoveFloorGround out of 4TransactionNew PropertyFurnishingSemi-FurnishedfacingNorth - EastoverlookingGarden/Park, Main RoadOwnershipFreeholdCar Parking1 Covered,Bathroom2Balcony1"
All Punjabi Welfare Association,₹2.95 Cr ,"3 BHK Builder Floor for Sale in All Punjabi Welfare Association, Sector 23 Gurgaon","Super Area1650 sqftStatusReady to MoveFloor2 out of 4TransactionNew PropertyFurnishingSemi-FurnishedfacingNorth - EastoverlookingGarden/Park, Main RoadSocietyAll Punjabi Welfare AssociationOwnershipFreeholdCar Parking2 Covered,Bathroom3Balcony2"
ATS One Hamlet,₹6.50 Cr ,"4 BHK Apartment for Sale in ATS One Hamlet, Sector 104, Noida Express Way Noida","Carpet Area2500 sqftStatusReady to MoveFloor2 out of 15TransactionResaleFurnishingSemi-FurnishedfacingEastoverlookingGarden/Park, Main RoadOwnershipLeaseholdCar Parking1 CoveredBathroom4Balcony3"
DDA Flats Munirka,₹2.10 Cr ,"3 BHK Apartment for Sale in DDA Flats Munirka, Munirka New Delhi","Super Area1450 sqftStatusReady to MoveFloor2 out of 3TransactionResaleFurnishingSemi-FurnishedfacingNorth - EastoverlookingGarden/Park, Main RoadSocietyDDA Flats MunirkaOwnershipFreeholdBathroom3Balcony3"
,₹80 Lac ,3 BHK Builder Floor for Sale in Saket New Delhi,Carpet Area1200 sqftStatusReady to MoveFloor2 out of 4TransactionNew PropertyFurnishingSemi-FurnishedfacingNorth - EastoverlookingMain RoadOwnershipFreeholdBathroom3Balcony3
,₹1.15 Cr ,2 BHK Builder Floor for Sale in Paschim Vihar New Delhi,"Carpet Area80 sqyrdStatusReady to MoveFloor3 out of 4TransactionResaleFurnishingSemi-FurnishedfacingSouthoverlookingGarden/Park, Main RoadOwnershipFreeholdBathroom1"
Chanakya Apartments,₹2.95 Cr ,"3 BHK Apartment for Sale in Chanakya Apartments, Dwarka New Delhi","Super Area1700 sqftStatusReady to MoveFloor4 out of 6TransactionResaleFurnishingUnfurnishedfacingNorth - EastoverlookingGarden/Park, Main RoadSocietyChanakya ApartmentsOwnershipFreeholdCar Parking1 Covered,Bathroom2Balcony2"
,₹2.68 Cr ,"  Plot/Land for Sale in Sushant Lok-I, Sector 43 Gurgaon","Plot Area540 sqftDimensions (L X B)60 X 9OwnershipFreeholdTransactionResalefloors allowed for construction3Open Sides1Width of road facing the plot10 moverlookingPool, Garden/Park, Main RoadBoundaryYes"
,₹16 Cr ,"  Plot/Land for Sale in Sector 47, Dadri Road Noida",Plot Area4844 sqftDimensions (L X B)98.4 X 49.2OwnershipLeaseholdTransactionResalefloors allowed for construction3Open Sides1overlookingMain RoadBoundaryYes
Unitech South City II,₹3.75 Cr ,"4 BHK Builder Floor for Sale in Unitech South City II, South City 1 Gurgaon","Carpet Area2600 sqftStatusReady to MoveFloor2 out of 4TransactionNew PropertyFurnishingFurnishedfacingNorthoverlookingGarden/Park, Pool, Main RoadSocietyUnitech South City IIOwnershipFreeholdCar Parking2 Covered,Bathroom4Balcony2"
Emaar Emerald Hills,₹2.51 Cr ,"3 BHK Builder Floor for Sale in Emaar Emerald Hills, Sector 65 Gurgaon","Carpet Area2210 sqftStatusReady to MoveFloor2 out of 2TransactionResaleFurnishingUnfurnishedfacingEastoverlookingPool, Garden/Park, Main RoadSocietyEmaar Emerald HillsOwnershipFreeholdCar Parking1 CoveredBathroom3Balcony3"
SKA Orion,₹2.47 Cr ,"3 BHK Apartment for Sale in SKA Orion, Sector 143B Noida",Super Area1900 sqftTransactionNew PropertyFurnishingUnfurnishedBathroom4Balcony5
CRC The Flagship,₹10.93 Cr ,"  Shop for Sale in CRC The Flagship, Sector 140A Noida",Super Area3500 sqftUnder ConstructionPoss. by Nov '27TransactionNew PropertyBathroom1
,₹3.25 Cr ,3 BHK Apartment for Sale in alaknanada appartment New Delhi,"Carpet Area1350 sqftStatusReady to MoveFloorGround out of 4TransactionNew PropertyFurnishingUnfurnishedfacingNorth - EastoverlookingPool, Garden/Park, Main RoadOwnershipFreeholdBathroom2Balcony1"
Chintels Serenity,₹4.68 Cr ,"4 BHK Apartment for Sale in Chintels Serenity, Sector 109 Gurgaon","Carpet Area1551 sqftStatusReady to MoveFloor2 out of 21TransactionNew PropertyFurnishingUnfurnishedfacingEastoverlookingGarden/Park, Pool, Main RoadSocietyChintels SerenityOwnershipFreeholdBathroom5Balcony2"
,₹11.50 Cr ,"4 BHK Builder Floor for Sale in Malibu Town, Sector 47 Gurgaon",Carpet Area5000 sqftStatusReady to MoveFloor3 out of 4TransactionNew PropertyFurnishingSemi-FurnishedfacingEastoverlookingGarden/ParkOwnershipFreeholdBathroom4Balcony4
New Modern Appartment,₹2.10 Cr ,"3 BHK Apartment for Sale in New Modern Appartment, Sector 9 Rohini New Delhi","Carpet Area1300 sqftStatusReady to MoveFloorGround out of 4TransactionResaleFurnishingSemi-FurnishedfacingNorth - EastoverlookingGarden/Park, Main RoadSocietyNew Modern AppartmentOwnershipFreeholdCar Parking2 OpenBathroom2Balcony2"
,₹2.59 Cr ,2 BHK Apartment for Sale in Phase 5 DLF Gurgaon,Carpet Area750 sqftStatusReady to MoveFloor11 out of 19TransactionResaleFurnishingSemi-FurnishedfacingNorthoverlookingGarden/ParkOwnershipFreeholdCar Parking1 OpenBathroom2Balcony1
Adani Samsara Avasa,₹4 Cr ,"4 BHK Apartment for Sale in Adani Samsara Avasa, Sector 63 Gurgaon","Carpet Area1361 sqftUnder ConstructionPoss. by Dec '26FloorUpper Basement out of 4TransactionNew PropertyFurnishingSemi-FurnishedfacingEastoverlookingGarden/Park, Main RoadSocietyAdani Samsara AvasaOwnershipFreeholdCar Parking2 CoveredBathroom3Balcony2"
,₹2.09 Cr ,"3 BHK Apartment for Sale in Sector 37D, Delhi Gurgaon Expressway Gurgaon",Carpet Area996 sqftStatusReady to MoveFloor12 out of 20TransactionNew PropertyFurnishingUnfurnishedoverlookingMain RoadBathroom3Balcony4
Luxury Builder Floors,₹6 Cr ,"4 BHK Builder Floor for Sale in Luxury Builder Floors, Malibu Town, Sector 47 Gurgaon",Carpet Area3200 sqftStatusReady to MoveFloor3 out of 4TransactionNew PropertyFurnishingSemi-FurnishedfacingEastoverlookingGarden/ParkSocietyLuxury Builder FloorsOwnershipFreeholdCar Parking3 CoveredBathroom4Balcony2
Cyber City,₹32.5 Lac ," Studio Apartment for Sale in Cyber City, Knowledge Park 5 Greater Noida",Carpet Area525 sqftUnder ConstructionPoss. by Dec '28Floor10 out of 31TransactionNew PropertyFurnishingSemi-FurnishedfacingNorth - EastSocietyCyber CityOwnershipLeaseholdBathroom10Balcony1
,₹70 Lac ,"2 BHK Apartment for Sale in Garhi, Raj Nagar Extension Ghaziabad","Carpet Area850 sqftStatusReady to MoveFloor2 out of 14TransactionResaleFurnishingSemi-FurnishedfacingNorth - EastoverlookingGarden/Park, Main RoadOwnershipFreeholdCar Parking1 CoveredBathroom2Balcony2"
Tulip Violet,₹2.35 Cr ,"3 BHK Apartment for Sale in Tulip Violet, Sector 69 Gurgaon",Super Area1578 sqftStatusReady to MoveFloor11 out of 14TransactionResaleFurnishingSemi-FurnishedfacingNorthoverlookingGarden/ParkSocietyTulip VioletBathroom3Balcony3
,₹6.02 Cr ,3 BHK Apartment for Sale in Block D Sector 46 Greenwood City Gurgaon,"Carpet Area2300 sqftUnder ConstructionPoss. by Feb '30Floor9 out of 41TransactionNew PropertyFurnishingFurnishedfacingEastoverlookingGarden/Park, Pool, Main RoadOwnershipFreeholdCar Parking1 Covered,Bathroom4Balcony5"
Indiabulls Enigma,₹8 Cr ,"5 BHK Penthouse for Sale in Indiabulls Enigma, Sector 110 Gurgaon",Super Area7430 sqftTransactionNew PropertyFurnishingUnfurnishedSocietyIndiabulls EnigmaCar Parking1 OpenBathroom4Balcony3
Logix Blossom County 2,₹1.40 Cr ,"3 BHK Apartment for Sale in Logix Blossom County 2, Blossom County Noida","Carpet Area980 sqftStatusReady to MoveFloor4 out of 20TransactionResaleFurnishingSemi-FurnishedfacingNorth - EastoverlookingGarden/Park, PoolOwnershipLeaseholdCar Parking1 Covered,Bathroom2Balcony3"
TARC Tripundra,₹9.85 Cr ,"4 BHK Apartment for Sale in TARC Tripundra, Bijwasan New Delhi",Super Area3200 sqftTransactionNew PropertyFurnishingUnfurnishedSocietyTARC TripundraBathroom4Balcony4
TARC Tripundra,₹9.85 Cr ,"4 BHK Apartment for Sale in TARC Tripundra, Bijwasan New Delhi",Super Area3200 sqftTransactionNew PropertyFurnishingUnfurnishedSocietyTARC TripundraBathroom4Balcony4
Omaxe Chowk,₹2.44 Cr ,"  Shop for Sale in Omaxe Chowk, Chandni Chowk New Delhi",Super Area244 sqftTransactionNew Property
DLF One Midtown,₹6 Cr ,"3 BHK Apartment for Sale in DLF One Midtown, Moti Nagar, Kirti Nagar New Delhi",Super Area2282 sqftTransactionNew PropertyFurnishingUnfurnishedSocietyDLF One MidtownBathroom4Balcony4
